Date,Day,Month,Year,Season,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Latitude error,Longitude error,Activity,Activity Long,Gender,Injury,Fatal,Species
10.Jan.03,10,1,1903,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",-33.7996955,151.1454581,,,Unknown,,M,FATAL,Y,Bull shark
07.Feb.04,7,2,1904,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Brisbane,-27.4689682,153.0234991,,,Swimming,Swimming after his hat,M,FATAL,Y,Unknown
25.Mar.05,25,3,1905,Autumn,Invalid,AUSTRALIA,AUS,Tasmania,Bridport,-41.002277,147.392519,,,Bathing,Bathing,Unknown,FATAL,Unknown,Invalid
10.Feb.05,10,2,1905,Summer,Invalid,AUSTRALIA,AUS,Victoria,Elwood,-37.878857,144.985549,,,Bathing,Bathing,M,Thought to have been taken by a shark,Unknown,Invalid
01.Jan.05,1,1,1905,Summer,Invalid,AUSTRALIA,AUS,Victoria,Elwood,-37.878857,144.985549,,,Bathing,Bathing,M,Reported to have been killed by a shark but 2 years later he was found very much alive,Unknown,Invalid
29.Sept.05,29,9,1905,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Waverly, Sydney",-34.000412,151.0451093,,,Swimming,Swimming,M,FATAL. Shark involvement suspected but not confirmed,Y,Unknown
26.Mar.05,26,3,1905,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Lismore,-28.807761,153.279188,,,Bathing,Bathing,M,Righ thigh severely bitten,N,"Unknown, length given"
29.Dec.05,29,12,1905,Summer,Invalid,AUSTRALIA,AUS,Western Australia,Geraldton,-28.77035,114.6147159,,,Bathing,Bathing,M,"""Bad wound in the leg"" - 7-ft shark caught in the bath same day",Unknown,Invalid
16.Apr.06,16,4,1906,Autumn,Provoked,AUSTRALIA,AUS,Victoria,Western Port Bay,-38.38234395,145.4683243,,,Shooting sharks ,Shooting sharks ,M,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,N,"Unknown, length given"
28.Jan.06,28,1,1906,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Georges River,-34.0392423,150.8946067,,,Bathing,Bathing,M,FATAL,Y,Unknown
14.Apr.06,14,4,1906,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Lizard Island,-14.6683188,145.4609161,,,Diving,Diving for beche-de-mer ,M,FATAL,Y,Unknown
02.Apr.06,2,4,1906,Autumn,Invalid,AUSTRALIA,AUS,New South Wales,Moodie Beach,-36.59137,149.10504,,,Unknown,Unknown,M,Cause of death may have been downing,Unknown,Invalid
05.Sept.06,5,9,1906,Spring,Unprovoked,AUSTRALIA,AUS,Torres Strait,Mabiuag,None,None,,,Swimming,Swimming,M,FATAL,Y,Unknown
03.Feb.07,3,2,1907,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Ross Creek,-37.6470965,143.7608493,,,Bathing,Bathing,M,FATAL,Y,Unknown
14.Oct.07,14,10,1907,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Merewether Beach, near Newcastle",-32.9492943,151.756915,,,Bathing,Bathing,M,Lacerations to left arm from shoulder to wrist,N,Unknown
21.Dec.07,21,12,1907,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",-33.7911216,151.234175,,,Bathing,Bathing,M,FATAL,Y,Bull shark
04.Jul.07,4,7,1907,Winter,Invalid,AUSTRALIA,AUS,Queensland,Karra Garra,-20.7370067,116.8478592,,,Unknown,Unknown,M,"Disappeared, but shark involvement unconfirmed",Unknown,Invalid
18.Oct.07,18,10,1907,Spring,Unprovoked,AUSTRALIA,AUS,Torres Strait,Near Thursday Island,None,None,,,Bathing,Bathing,M,FATAL,Y,Unknown
21.Sept.08,21,9,1908,Spring,Unprovoked,AUSTRALIA,AUS,Torres Strait,Thursday Island,-10.57864585,142.2189206,,,Fell,Fell from the jetty,M,FATAL,Y,"Unknown, length given"
15.Dec.09,15,12,1909,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,20 miles off Sydney,-33.8698439,151.2082848,,,Fell,Fell overboard,M,FATAL,Y,Unknown
05.Dec.09,5,12,1909,Summer,Provoked,AUSTRALIA,AUS,New South Wales,Bondi,-33.8930556,151.2633333,,,Fishing,Fishing,M,3 fingers bitten by hooked shark PROVOKED INCIDENT,N,"Unknown, length given"
23.Mar.05,23,3,1909,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Woy Woy,-33.4880548,151.3274925,,,Unknown,,Unknown,Survived,N,Unknown
18.Jun.09,18,6,1909,Winter,Sea Disaster,AUSTRALIA,AUS,Queensland,"Middleton Reef, 300 nm from Brisbane",-29.4536135,159.051084,,,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909","1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",M,"FATAL, only his legs, still in sea-boots, were recovered ",Y,Unknown
26.Jan.10,26,1,1910,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Newcastle Harbor,None,None,,,Unknown,,M,FATAL,Y,Unknown
24.Nov.10,24,11,1910,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Mackay,-21.141956,149.1865149,,,Bathing,Bathing,M,Foot bitten,N,Blue shark
16.Feb.10,16,2,1910,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Bunbury,-33.3267797,115.636698,,,Bathing,Surf bathing,M,"Shoulder, back & leg bitten",N,"Unknown, length given"
23.Dec.10,23,12,1910,Summer,Sea Disaster,AUSTRALIA,AUS,Western Australia,Fremantle,-32.0534086,115.7586172,,,Shipwrecked pearling schooner,Shipwrecked pearling schooner,M,FATAL,Y,Unknown
25.Oct.11,25,10,1911,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Great Barrier Reef,-16.35,145.9,,,Diving,Diving,M,Calves bitten,N,Unknown
29.Mar.11,29,3,1911,Autumn,Unprovoked,AUSTRALIA,AUS,Torres Strait,Thursday Island,-10.57864585,142.2189206,,,Swimming,Swimming,M,FATAL,Y,Unknown
04.Jan.11,4,1,1911,Summer,Sea Disaster,AUSTRALIA,AUS,Western Australia,Off Legendre Island,None,None,,,3-masted steel barque Glenbank foundered during a cyclone,3-masted steel barque Glenbank foundered during a cyclone,M,Minor injuries,N,Unknown
19.Feb.12,19,2,1912,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Coogee,-33.9217004,151.2557975,,,Swimming,Swimming,M,Left calf & heel bitten,N,Unknown
26.Jan.12,26,1,1912,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",-33.82987615,151.1461486,,,Swimming,Swimming,M,FATAL,Y,Bronze whaler
06.Jan.12,6,1,1912,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Sydney Harbor,-33.8698439,151.2082848,,,Unknown,,M,Thigh & lower abdomen severely bitten,N,Dusky shark
01.Jan.12,1,1,1912,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Ross Creek,-26.096619,152.7462577,,,Bathing,Bathing,M,FATAL,Y,Unknown
22.Feb.12,22,2,1912,Summer,Provoked,AUSTRALIA,AUS,Western Australia,Bunbury,-33.3267797,115.636698,,,Diving,Hard hat diving,M,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N,Unknown
21.Nov.13,21,11,1913,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Sandgate Jetty, Brisbane",None,None,,,Swimming,Swimming,M,Calf severely bitten;  leg surgically amputated,N,Unknown
01.Jan.13,1,1,1913,Summer,Unprovoked,AUSTRALIA,AUS,Torres Strait,Thursday Island,-10.57864585,142.2189206,,,Diving,Diving,M,"Head, neck & left shoulder bitten",N,Tiger shark
27.Mar.05,27,3,1913,Autumn,Unprovoked,AUSTRALIA,AUS,Victoria,Brighton,-42.726717,147.2857368,,,Unknown,,M,Arm severed,N,Unknown
10.Jun.14,10,6,1914,Winter,Unprovoked,AUSTRALIA,AUS,Victoria,Sandringham,-37.950259,145.004387,,,Bathing,Bathing,M,FATAL,Y,Unknown
09.Feb.14,9,2,1914,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,Marion Bay,-35.2355806,136.9808376,,,Wading,Wading,M,Lacerations to foot,N,Tiger shark
04.Dec.14,4,12,1914,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Magnetic Island,-19.1421421,146.8335486,,,Swimming,Swimming,M,Lacerations to right thigh and knee,N,Unknown
03.Feb.14,3,2,1914,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Paramatta River,-33.7986279,150.9963593,,,Canoeing,Canoeing,M,Lacerations to arms,N,Unknown
17.Jan.14,17,1,1914,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Brisbane,-27.4689682,153.0234991,,,Wading,Wading,F,Laceration to leg,N,Unknown
08.Nov.14,8,11,1915,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Manly,-33.7971937,151.2879845,,,Bathing,Bathing,M,Severe lacerations to feet & ankles,N,Unknown
10.Nov.15,10,11,1915,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Cabbage Tree Creek, Sandgate",-27.332647,153.0663192,,,Bathing,Bathing,M,Severe bite to arm,N,Unknown
09.Dec.15,9,12,1915,Summer,Unprovoked,AUSTRALIA,AUS,Torres Strait, Thursday Island,-10.57864585,142.2189206,,,Diving,Diving,M,"Arm severed, lacerations to thigh",N,Unknown
01.Jan.15,1,1,1915,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Sirius Cove, Sydney Harbor",-33.83738301,151.2405212,,,Bathing,Bathing,M,FATAL,Y,Unknown
06.Feb.15,6,2,1915,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Wynnum-Manley,None,None,,,Swimming,Swimming,M,Foot bitten,N,Unknown
29.Mar.15,29,3,1915,Autumn,Unprovoked,AUSTRALIA,AUS,Torres Strait,Near Thursday Island,None,None,,,Diving,Skin diving for trepang but at surface next to the boat,M,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N,"Unknown, length given"
25.Apr.16,25,4,1916,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Manley Beach,-41.16026665,146.2494055,,,Swimming,Swimming,M,FATAL,Y,Unknown
03.Apr.16,3,4,1916,Autumn,Unprovoked,AUSTRALIA,AUS,Victoria,Carrum,-38.07752515,145.1230622,,,Rowing,Clinging to overturned rowing boat,M,FATAL,Y,Unknown
19.Mar.16,19,3,1916,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Curl Curl,-33.7698341,151.2898175,,,Bathing,Bathing,M,Minor lacerations to heel,N,Unknown
10.Nov.16,10,11,1916,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Townsville,-19.2569391,146.8239537,,,Swimming,Swimming,M,FATAL,Y,Unknown
08.Dec.16,8,12,1916,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",-33.87106935,151.2489017,,,Taking wife to beach & about 1 m from the shore,Taking wife to beach & about 1 m from the shore,M,"FATAL, right arm severed, chest punctured ",Y,Unknown
08.Dec.16,8,12,1916,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",-33.87106935,151.2489017,,,Swimming,Swimming 10 m from shore,F,Leg nipped by shark,N,Unknown
09.Nov.16,9,11,1916,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Kissing Point Camp, Townsville",-33.8318083,151.1019668,,,Bathing,Bathing,M,FATAL,Y,Unknown
30.Dec.16,30,12,1916,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Yeppoon, near Ross Creek",-23.1348035,150.7436625,,,Bathing,Bathing,M,Right calf bitten,N,Unknown
15.Dec.17,15,12,1917,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Port Hedland,-20.3111814,118.5801181,,,Swimming,Swimming,M,Lacerations to left leg,N,Unknown
22.Mar.18,22,3,1918,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Newcastle,-32.92667,151.780014,,,Surfing,Surfing,M,"Severe laceration to arm, necessitating surgical amputation at the elbow",N,"Unknown, length given"
01.Apr.05,1,4,1918,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Near Cairns,-27.2610027,153.0201775,,,Diving,Diving,M,Survived,N,Unknown
19.Sept.18,19,9,1918,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Townsville,-19.2569391,146.8239537,,,Bathing,Bathing,M,FATAL,Y,Unknown
16.Mar.19,16,3,1919,Autumn,Invalid,AUSTRALIA,AUS,New South Wales,Sydney Harbor,-33.8521165,151.2107812,,,Cutter capsized,Cutter capsized,M,Shark involvement not confirmed,Unknown,Invalid
17.Jan.19,17,1,1919,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Newcastle Beach,-32.93076385,151.785093,,,Swimming,Swimming,M,"Multiple injuries, left leg surgically amputated at knee",N,"Unknown, length given"
05.Jan.19,5,1,1919,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Ross River, Townsville",-19.3090595,146.7688108,,,Wading,Wading (shrimping),M,"FATAL, thigh bitten, leg amputated ",Y,Unknown
18.Nov.19,18,11,1919,Spring,Unprovoked,AUSTRALIA,AUS,Northern Territory,Darwin,-12.46044,130.8410469,,,Sitting in a boat,Sitting in a boat,M,Lacerations to buttocks,N,Unknown
07.Dec.19,7,12,1919,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Pelican Island, Macleay River",-35.8044835,137.7795906,,,Swimming,Swimming,M,"FATAL, left leg & calf bitten, leg surgically amputated ",Y,Unknown
09.Jan.19,9,1,1919,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Sirius Cove, Sydney Harbor",-33.83738301,151.2405212,,,Wading,Wading,M,"FATAL, right thigh bitten ",Y,"Unknown, length given"
30.Dec.19,30,12,1919,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Brible Island,None,None,,,Swimming,Swimming,M,Lacerations to left leg,N,Unknown
29.Nov.20,29,11,1920,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Bunbury,-33.3267797,115.636698,,,Wading,Wading,M,Lacerations to leg & hand,N,"Unknown, length given"
15.Jan.20,15,1,1920,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Throsby Creek, Newcastle",-32.9147339,151.7599966,,,Swimming,Swimming ,M,Leg bitten. FATAL,Y,Unknown
22.Nov.20,22,11,1920,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Cottesloe Beach,-31.99539645,115.7511955,,,Standing,Standing,M,"Minor injuries to leg, hand & fingers",N,Dog shark
06.Jul.20,6,7,1920,Winter,Unprovoked,AUSTRALIA,AUS,Torres Strait,200 miles from MacKay,-21.141956,149.1865149,,,Diving,Diving for trochus shell,M,Severe lacerations to right shoulder & arm,N,Unknown
24.Jan.20,24,1,1920,Summer,Unprovoked,AUSTRALIA,AUS,Torres Strait,Arlington Reef,-16.6905453,145.9744804,,,Diving,Free diving,M,FATAL,Y,Unknown
08.Mar.20,8,3,1920,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay",None,None,,,Swimming,"Boat capsized, swimming to shore",M,"Tossed in air by shark, sustained abrasions",N,Unknown
04.Oct.21,4,10,1921,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Barrier Reef,-16.35,145.9,,,Diving,Diving for beche-de-mer,M,"Left thigh bitten, FATAL",Y,Unknown
11.Dec.21,11,12,1921,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Fitzroy River at  Rockhampton,None,None,,,Swimming,Swimming,M,Survived,N,Unknown
27.Nov.21,27,11,1921,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",-27.499255,153.0443195,,,Fell,Fell from his father's back into the water,M,"FATAL, disappeared, body not recovered",Y,Unknown
27.Nov.21,27,11,1921,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",-27.499255,153.0443195,,,Wading,"Wading to dinghy, carrying his son",M,"Right hip, buttock, elbow, arm & wrist bitten",N,Unknown
12.Oct.21,12,10,1921,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Off Hinchinbrook Island,-18.3439631,146.2360987,,,Diving,Diving for beche-de-mer ,M,Lacerations to right arm & chest,N,Unknown
29.Oct.22,29,10,1922,Spring,Invalid,AUSTRALIA,AUS,New South Wales,"Botany Bay, Sydney",-33.9815082,151.1796169,,,Sailing,Sailing,M,"FATAL, but shark involvement prior to death unconfirmed",Unknown,Invalid
02.Mar.22,2,3,1922,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Coogee,-33.9217004,151.2557975,,,Bathing,Bathing in knee-deep water,M,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y,White shark
04.Feb.22,4,2,1922,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Coogee ,-33.9217004,151.2557975,,,Swimming,Swimming,M,"FATAL, both arms & shoulder bitten",Y,White shark
02.Feb.22,2,2,1922,Summer,Invalid,AUSTRALIA,AUS,New South Wales,"Bilgola Beach, Sydney",-33.6443165,151.324484,,,Swimming,Swimming,M,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Unknown,Invalid
26.Apr.22,26,4,1922,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Hawkesbury River,-33.52540955,151.2153877,,,Swimming,Swimming,M,FATAL,Y,Unknown
13.Jan.22,13,1,1922,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Stockton Beach, Newcastle",-32.84415485,151.8657145,,,Standing,Standing,M,Small laceration on left thigh & swim costume torn,N,Grey nurse shark
04.Jan.22,4,1,1922,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Stockton Beach, Newcastle",-32.84415485,151.8657145,,,Surfing,Surfing,M,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Y,Unknown
15.Jan.22,15,1,1922,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Ross River, Townsville",-19.3090595,146.7688108,,,Swimming,Swimming ,M,FATAL,Y,Unknown
05.Dec.22,5,12,1922,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Pialba Beach near Maryborough,None,None,,,Bathing,Bathing in 3' to 4' of water,M,"FATAL, severe injuries to torso  ",Y,Blue shark
20.Oct.23,20,10,1923,Spring,Invalid,AUSTRALIA,AUS,New South Wales,"Botany Bay, Sydney",-33.9815082,151.1796169,,,Sailing,Sailing,M,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Unknown,Invalid
27.Jan.23,27,1,1923,Summer,Invalid,AUSTRALIA,AUS,Western Australia,Bunbury,-33.3267797,115.636698,,,Unknown,,M,Death may have been due to drowning,Unknown,Invalid
12.Dec.23,12,12,1923,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Murwillumbah, Tweed River",-28.2686306,153.4905717,,,Swimming,Swimming,M,Lacerations to leg,N,Unknown
17.Oct.23,17,10,1923,Spring,Watercraft,AUSTRALIA,AUS,New South Wales,Black Head,-23.669167,151.274719,,,Fishing,Fishing,Unknown,"No injury to occupants, shark bit boat",N,"Unknown, length given"
18.Mar.23,18,3,1923,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,"Ross River, Townsville",-19.3090595,146.7688108,,,Diving,Diving,M,Lacerations to right thigh and knee,N,Unknown
02.Jul.23,2,7,1923,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,Great Barrier Reef,-16.35,145.9,,,Diving,Diving for pearl,M,non-fatal,N,Unknown
22.May.23,22,5,1923,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Great Barrier Reef,-16.35,145.9,,,Diving,Diving?,M,FATAL,Y,Unknown
16.Jun.23,16,6,1923,Winter,Watercraft,AUSTRALIA,AUS,New South Wales,Bellambi Reef,None,None,,,Rowing,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y,Unknown
02.Nov.23,2,11,1923,Spring,Invalid,AUSTRALIA,AUS,New South Wales,Bellinger Head,None,None,,,Fishing,Fishing,M,FATAL,Unknown,Invalid
02.Dec.23,2,12,1923,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Urunga, Belliger Heads",-30.4983386,153.0166289,,,Fishing,"Fishing, standing in waist-deep water",M,"FATAL, disappeared, thought to have been taken by a shark ",Y,Unknown
16.Oct.23,16,10,1923,Spring,Unprovoked,AUSTRALIA,AUS,Torres Strait,Near Thursday Island,None,None,,,Diving,Pearl diving,M,"Arm severed, but survived",N,Unknown
23.Nov.23,23,11,1923,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Condon, 88 km NE of Port Hedland",-19.32994,146.7167638,,,Dry shelling,Dry shelling,M,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Y,Unknown
27.Jan.23,27,1,1923,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",None,None,,,Swimming,Swimming,M,"FATAL, back of thigh bitten ",Y,Unknown
23.May.23,23,5,1923,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,"Southgates, near Geraldton",-28.77035,114.6147159,,,Wading,Wading,M,Minor puncture wounds to foot,N,Unknown
18.Oct.24,18,10,1924,Spring,Unprovoked,AUSTRALIA,AUS,Victoria,Port Melbourne,-37.8333613,144.9219203,,,Bathing,Bathing,M,Leg bitten,N,"Unknown, length given"
25.Apr.24,25,4,1924,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Kiama,-34.6958202,150.7959123,,,Fishing,"Fishing, fell in water & swimming strongly to shore",M,"FATAL, partial remains recovered ",Y,Unknown
13.Feb.24,13,2,1924,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Bronte,-33.904213,151.263777,,,Bathing,Bathing in 5' of water,F,"Legs severely bitten, surgically amputated",N,Unknown
20.Apr.24,20,4,1924,Autumn,Invalid,AUSTRALIA,AUS,Western Australia,Fremantle,-32.0534086,115.7586172,,,Swimming,Swimming ,M,Abrasions,Unknown,Invalid
08.Feb.24,8,2,1924,Summer,Invalid,AUSTRALIA,AUS,Queensland,Currumbin,-28.1369655,153.4799277,,,Bathing,Bathing,M,Probable drowning & scavenging,Unknown,Invalid
09.Jan.24,9,1,1924,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",None,None,,,Diving,Had just dived into water & was swimming,M,"FATAL, right thigh severely bitten, left arm lacerated ",Y,"Unknown, length given"
27.Mar.25,27,3,1925,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Coogee,-33.9217004,151.2557975,,,Bathing,Bathing in waist-deep water,M,"Left thigh bitten, leg surgically amputated ",N,"Unknown, length given"
12.Mar.25,12,3,1925,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Newcastle Beach,-32.93076385,151.785093,,,Swimming,Swimming,M,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y,Unknown
22.Nov.25,22,11,1925,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Cottesloe Beach,-31.99539645,115.7511955,,,Floating,Floating on his back,M,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y,Tiger shark
15.Jun.25,15,6,1925,Winter,Invalid,AUSTRALIA,AUS,Western Australia,"Princess Royal Harbor, near King George’s Sound",None,None,,,Unknown,,Unknown,Human arm found in shark,Unknown,Invalid
23.Oct.26,23,10,1926,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Clarence River,-29.207293,152.59221,,,Bathing,Bathing,M,"3"" laceration to leg",N,Grey nurse shark
17.Mar.26,17,3,1926,Autumn,Unprovoked,AUSTRALIA,AUS,South Australia,"West Beach, Brighton",-37.908196,144.995799,,,Swimming,Swimming ,F,FATAL,Y,White shark
02.Dec.26,2,12,1926,Summer,Unprovoked,AUSTRALIA,AUS,Torres Strait,Palm Island,-18.72659825,146.6058732,,,Diving,Diving for trochus,M,FATAL,Y,Unknown
17.Nov.26,17,11,1926,Spring,Unprovoked,AUSTRALIA,AUS,Torres Strait,Near Thursday Island,None,None,,,Diving,Diving,M,Arm injured,N,Unknown
10.Apr.05,10,4,1927,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,15 miles up the Cataract River,-34.2289485,150.7608468,,,Swimming,Swimming,M,"FATAL, shoulder bitten ",Y,Unknown
03.Nov.27,3,11,1927,Spring,Sea Disaster,AUSTRALIA,AUS,New South Wales,"Bradleys Head, Sydney ",-33.85328835,151.2460606,,,The steamer Tahiti collided with the ferry Greycliffe,The steamer Tahiti collided with the ferry Greycliffe,Unknown,40 people perished,Y,Unknown
11.Mar.27,11,3,1927,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Mereweather Beach,-32.9483779,151.7566681,,,Surfing,Body surfing / treading water,M,"Right buttock & thigh bitten, thumb removed",N,Grey nurse shark
09.Feb.27,9,2,1927,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Brisbane River,-27.5329355,152.9576543,,,Attempting to rescue drowning man,Attempting to rescue drowning man,M,"No injury, but trouser leg shredded by shark",N,Unknown
